secs,4 12:28+3&gt;1,4 12:34+20&gt;2,4 14:24+65&gt;2,4 17:43+1&gt;2,9c+ 18:19+1&gt;13,9c+ 18:20+0&gt;6
1028,NaN,NaN,0.89,NaN,NaN,NaN
1028.5,NaN,NaN,0.90,NaN,NaN,NaN
1029,NaN,NaN,0.96,NaN,NaN,NaN
1029.5,NaN,NaN,1.04,NaN,NaN,NaN
1030,NaN,NaN,1.14,NaN,NaN,NaN
1030.5,NaN,NaN,1.18,NaN,NaN,NaN
1031,NaN,NaN,1.23,NaN,NaN,NaN
1031.5,NaN,NaN,1.31,NaN,NaN,NaN
1032,NaN,NaN,1.43,NaN,NaN,NaN
1032.5,NaN,NaN,1.50,NaN,NaN,NaN
1033,NaN,NaN,1.51,NaN,NaN,NaN
1033.5,NaN,NaN,1.53,NaN,NaN,NaN
1034,NaN,NaN,1.51,NaN,NaN,NaN
1034.5,NaN,NaN,1.47,NaN,NaN,NaN
1035,NaN,NaN,1.44,NaN,NaN,NaN
1035.5,NaN,NaN,1.43,NaN,NaN,NaN
1036,NaN,NaN,1.43,NaN,NaN,NaN
1036.5,NaN,NaN,1.44,NaN,NaN,NaN
1037,NaN,NaN,1.46,NaN,NaN,NaN
1037.5,NaN,NaN,1.52,NaN,NaN,NaN
1038,NaN,-0.00,1.55,NaN,NaN,NaN
1038.5,NaN,0.02,1.58,NaN,NaN,NaN
1039,NaN,0.06,1.61,NaN,NaN,NaN
1039.5,NaN,0.06,1.62,NaN,NaN,NaN
1040,NaN,0.07,1.62,NaN,NaN,NaN
1040.5,NaN,0.09,1.61,NaN,NaN,NaN
1041,NaN,0.14,1.60,NaN,NaN,NaN
1041.5,NaN,0.17,1.56,NaN,NaN,NaN
1042,NaN,0.20,1.52,NaN,NaN,NaN
1042.5,NaN,0.23,1.48,NaN,NaN,NaN
1043,NaN,0.22,1.46,NaN,NaN,NaN
1043.5,NaN,0.17,1.43,NaN,NaN,NaN
1044,NaN,0.14,1.39,NaN,NaN,NaN
1044.5,NaN,0.14,1.34,NaN,NaN,NaN
1045,NaN,0.18,1.32,NaN,NaN,NaN
1045.5,NaN,0.19,1.31,NaN,NaN,NaN
1046,NaN,0.24,1.32,NaN,NaN,NaN
1046.5,NaN,0.29,1.32,NaN,NaN,NaN
1047,NaN,0.34,1.33,NaN,NaN,NaN
1047.5,NaN,0.35,1.33,NaN,NaN,NaN
1048,NaN,0.34,1.32,NaN,NaN,NaN
1048.5,NaN,0.30,1.33,NaN,NaN,NaN
1049,NaN,0.28,1.32,NaN,NaN,NaN
1049.5,NaN,0.26,1.31,NaN,NaN,NaN
1050,NaN,0.25,1.31,NaN,NaN,NaN
1050.5,NaN,0.24,1.32,NaN,NaN,NaN
1051,NaN,0.20,1.30,NaN,NaN,NaN
1051.5,NaN,0.17,1.30,NaN,NaN,NaN
1052,NaN,0.13,1.31,NaN,NaN,NaN
1052.5,NaN,0.10,1.33,NaN,NaN,NaN
1053,NaN,0.09,1.34,NaN,NaN,NaN
1053.5,NaN,0.07,1.34,NaN,NaN,NaN
1054,NaN,0.05,1.36,NaN,NaN,NaN
1054.5,NaN,0.02,1.38,NaN,NaN,NaN
1055,NaN,0.01,1.38,NaN,NaN,NaN
1055.5,NaN,0.00,1.38,NaN,NaN,NaN
1056,NaN,NaN,1.37,NaN,NaN,NaN
1056.5,NaN,NaN,1.35,NaN,NaN,NaN
1057,NaN,NaN,1.32,NaN,NaN,NaN
1057.5,NaN,NaN,1.31,NaN,NaN,NaN
1058,NaN,NaN,1.26,NaN,NaN,NaN
1058.5,NaN,NaN,1.22,NaN,NaN,NaN
1059,NaN,NaN,1.17,NaN,NaN,NaN
1059.5,NaN,NaN,1.12,NaN,NaN,NaN
1060,NaN,NaN,1.04,NaN,NaN,NaN
1060.5,NaN,NaN,0.98,NaN,NaN,NaN
1061,NaN,NaN,0.95,NaN,NaN,NaN
1061.5,NaN,NaN,0.92,NaN,NaN,NaN
1062,NaN,NaN,0.90,NaN,NaN,NaN
1062.5,NaN,NaN,0.88,NaN,NaN,NaN
1063,NaN,NaN,0.87,NaN,NaN,NaN
1063.5,NaN,NaN,0.84,NaN,NaN,NaN
1064,NaN,NaN,0.84,NaN,NaN,NaN
1064.5,NaN,NaN,0.84,NaN,NaN,NaN
1065,NaN,NaN,0.85,NaN,NaN,NaN
1065.5,NaN,NaN,0.85,NaN,NaN,NaN
1066,NaN,NaN,0.86,NaN,NaN,NaN
1066.5,NaN,NaN,0.88,NaN,NaN,NaN
1067,NaN,NaN,0.88,NaN,NaN,NaN
1067.5,NaN,NaN,0.88,NaN,NaN,NaN
1068,NaN,NaN,0.87,NaN,NaN,NaN
1068.5,NaN,NaN,0.86,NaN,NaN,NaN
1069,NaN,NaN,0.81,NaN,NaN,NaN
1069.5,NaN,NaN,0.80,NaN,NaN,NaN
1070,NaN,NaN,0.74,NaN,NaN,NaN
1070.5,NaN,NaN,0.73,NaN,NaN,NaN
1071,NaN,NaN,0.72,NaN,NaN,NaN
1071.5,NaN,NaN,0.70,NaN,NaN,NaN
1072,NaN,NaN,0.69,NaN,NaN,NaN
1072.5,NaN,NaN,0.68,NaN,NaN,NaN
1073,NaN,NaN,0.67,NaN,NaN,NaN
1073.5,NaN,NaN,0.68,NaN,NaN,NaN
1074,NaN,NaN,0.71,NaN,NaN,NaN
1074.5,NaN,NaN,0.77,NaN,NaN,NaN
1075,NaN,NaN,0.84,NaN,NaN,NaN
1075.5,NaN,NaN,0.93,NaN,NaN,NaN
1076,NaN,NaN,0.97,NaN,NaN,NaN
1076.5,NaN,NaN,1.03,NaN,NaN,NaN
1077,NaN,NaN,1.09,NaN,NaN,NaN
1077.5,NaN,NaN,1.14,NaN,NaN,NaN
1078,NaN,NaN,1.17,NaN,NaN,NaN
1078.5,NaN,NaN,1.18,NaN,NaN,NaN
1079,NaN,NaN,1.19,NaN,NaN,NaN
1079.5,NaN,NaN,1.21,NaN,NaN,NaN
1080,NaN,NaN,1.24,NaN,NaN,NaN
1080.5,NaN,NaN,1.25,NaN,NaN,NaN
1081,NaN,NaN,1.26,NaN,NaN,NaN
1081.5,NaN,NaN,1.27,NaN,NaN,NaN
1082,NaN,NaN,1.27,NaN,NaN,NaN
1082.5,NaN,NaN,1.28,NaN,NaN,NaN
1083,NaN,NaN,1.28,NaN,NaN,NaN
1083.5,NaN,NaN,1.28,NaN,NaN,NaN
1084,NaN,-0.00,1.28,NaN,NaN,NaN
1084.5,NaN,-0.00,1.26,NaN,NaN,NaN
1085,NaN,0.01,1.25,NaN,NaN,NaN
1085.5,NaN,0.02,1.25,NaN,NaN,NaN
1086,NaN,0.02,1.22,NaN,NaN,NaN
1086.5,NaN,0.04,1.20,NaN,NaN,NaN
1087,NaN,0.06,1.17,NaN,NaN,NaN
1087.5,NaN,0.07,1.16,NaN,NaN,NaN
1088,NaN,0.06,1.15,NaN,NaN,NaN
1088.5,NaN,0.06,1.14,NaN,NaN,NaN
1089,NaN,0.04,1.12,NaN,NaN,NaN
1089.5,NaN,0.03,1.10,NaN,NaN,NaN
1090,NaN,0.03,1.09,NaN,NaN,NaN
1090.5,NaN,0.03,1.07,NaN,NaN,NaN
1091,NaN,0.00,1.06,NaN,NaN,NaN
1091.5,NaN,NaN,1.06,NaN,NaN,NaN
1092,NaN,NaN,1.07,NaN,NaN,NaN
1092.5,NaN,NaN,1.06,NaN,NaN,NaN
1093,NaN,NaN,1.06,NaN,NaN,NaN
1093.5,NaN,NaN,1.08,NaN,NaN,NaN
1094,NaN,NaN,1.10,NaN,NaN,NaN
1094.5,NaN,NaN,1.11,NaN,NaN,NaN
1095,NaN,NaN,1.15,NaN,NaN,NaN
1095.5,NaN,NaN,1.15,NaN,NaN,NaN
1096,NaN,NaN,1.14,NaN,NaN,NaN
1096.5,NaN,NaN,1.11,NaN,NaN,NaN
1097,NaN,NaN,1.12,NaN,NaN,NaN
1097.5,NaN,NaN,1.09,NaN,NaN,NaN
1098,NaN,NaN,1.08,NaN,NaN,NaN
1098.5,NaN,NaN,1.04,NaN,NaN,NaN
1099,NaN,NaN,1.01,NaN,NaN,NaN
1099.5,NaN,NaN,0.97,NaN,NaN,NaN
1100,NaN,NaN,0.90,NaN,NaN,NaN
1100.5,NaN,NaN,0.88,NaN,NaN,NaN
1101,NaN,NaN,0.82,NaN,NaN,NaN
1101.5,NaN,NaN,0.77,NaN,NaN,NaN
1102,NaN,NaN,0.74,NaN,NaN,NaN
1102.5,NaN,NaN,0.72,NaN,NaN,NaN
1103,NaN,NaN,0.68,NaN,NaN,NaN
1103.5,NaN,NaN,0.62,NaN,NaN,NaN
1104,NaN,NaN,0.56,NaN,NaN,NaN
1104.5,NaN,NaN,0.51,NaN,NaN,NaN
1105,NaN,NaN,0.47,NaN,NaN,NaN
1105.5,NaN,NaN,0.43,NaN,NaN,NaN
1106,NaN,NaN,0.42,NaN,NaN,NaN
1106.5,NaN,NaN,0.44,NaN,NaN,NaN
1107,NaN,NaN,0.49,NaN,NaN,NaN
1107.5,NaN,NaN,0.51,NaN,NaN,NaN
1108,NaN,NaN,0.57,NaN,NaN,NaN
1108.5,NaN,NaN,0.62,NaN,NaN,NaN
1109,NaN,NaN,0.68,NaN,NaN,NaN
1109.5,NaN,NaN,0.75,NaN,NaN,NaN
1110,NaN,NaN,0.79,NaN,NaN,NaN
1110.5,NaN,NaN,0.86,NaN,NaN,NaN
1111,NaN,NaN,0.91,NaN,NaN,NaN
1111.5,NaN,NaN,0.93,NaN,NaN,NaN
1112,NaN,NaN,0.95,NaN,NaN,NaN
1112.5,NaN,NaN,0.96,NaN,NaN,NaN
1113,NaN,NaN,0.99,NaN,NaN,NaN
1113.5,NaN,NaN,1.01,NaN,NaN,NaN
1114,NaN,NaN,1.03,NaN,NaN,NaN
1114.5,NaN,NaN,1.02,NaN,NaN,NaN
1115,NaN,NaN,1.02,NaN,NaN,NaN
1115.5,NaN,NaN,1.00,NaN,NaN,NaN
1116,NaN,NaN,0.98,NaN,NaN,NaN
1116.5,NaN,NaN,0.98,NaN,NaN,NaN
1117,NaN,NaN,0.95,NaN,NaN,NaN
1117.5,NaN,NaN,0.94,NaN,NaN,NaN
1118,NaN,NaN,0.96,NaN,NaN,NaN
1118.5,NaN,NaN,0.97,NaN,NaN,NaN
1119,NaN,NaN,0.99,NaN,NaN,NaN
1119.5,NaN,NaN,1.00,NaN,NaN,NaN
1120,NaN,NaN,1.00,NaN,NaN,NaN
1120.5,NaN,NaN,1.02,NaN,NaN,NaN
1121,NaN,NaN,1.02,NaN,NaN,NaN
1121.5,NaN,NaN,1.01,NaN,NaN,NaN
1122,NaN,NaN,1.01,NaN,NaN,NaN
1122.5,NaN,NaN,0.99,NaN,NaN,NaN
1123,NaN,NaN,0.97,NaN,NaN,NaN
1123.5,NaN,NaN,0.96,NaN,NaN,NaN
1124,NaN,NaN,0.93,NaN,NaN,NaN
1124.5,NaN,NaN,0.89,NaN,NaN,NaN
1125,NaN,NaN,0.87,NaN,NaN,NaN
1125.5,NaN,NaN,0.79,NaN,NaN,NaN
1126,NaN,NaN,0.73,NaN,NaN,NaN
1126.5,NaN,NaN,0.67,NaN,NaN,NaN
1127,NaN,NaN,0.66,NaN,NaN,NaN
1127.5,NaN,NaN,0.64,NaN,NaN,NaN
1128,NaN,NaN,0.62,NaN,NaN,NaN
1128.5,NaN,NaN,0.60,NaN,NaN,NaN
1129,NaN,NaN,0.59,NaN,NaN,NaN
1129.5,NaN,NaN,0.60,NaN,NaN,NaN
1130,NaN,NaN,0.62,NaN,NaN,NaN
1130.5,NaN,NaN,0.64,NaN,NaN,NaN
1131,NaN,NaN,0.64,NaN,NaN,NaN
1131.5,NaN,NaN,0.66,NaN,NaN,NaN
1132,NaN,NaN,0.68,NaN,NaN,NaN
1132.5,NaN,NaN,0.73,NaN,NaN,NaN
1133,NaN,NaN,0.82,NaN,NaN,NaN
1133.5,NaN,NaN,0.91,NaN,NaN,NaN
1134,NaN,NaN,1.02,NaN,NaN,NaN
1134.5,NaN,NaN,1.09,NaN,NaN,NaN
1135,NaN,NaN,1.17,NaN,NaN,NaN
1135.5,NaN,NaN,1.25,NaN,NaN,NaN
1136,NaN,NaN,1.32,NaN,NaN,NaN
1136.5,NaN,NaN,1.37,NaN,NaN,NaN
1137,NaN,NaN,1.38,NaN,NaN,NaN
1137.5,NaN,NaN,1.39,NaN,NaN,NaN
1138,NaN,NaN,1.38,NaN,NaN,NaN
1138.5,NaN,NaN,1.35,NaN,NaN,NaN
1139,NaN,NaN,1.32,NaN,NaN,NaN
1139.5,NaN,NaN,1.30,NaN,NaN,NaN
1140,NaN,NaN,1.25,NaN,NaN,NaN
1140.5,NaN,NaN,1.20,NaN,NaN,NaN
1141,NaN,NaN,1.16,NaN,NaN,NaN
1141.5,NaN,NaN,1.13,NaN,NaN,NaN
1142,NaN,NaN,1.10,NaN,NaN,NaN
1142.5,NaN,NaN,1.07,NaN,NaN,NaN
1143,NaN,NaN,1.05,NaN,NaN,NaN
1143.5,NaN,NaN,1.02,NaN,NaN,NaN
1144,NaN,NaN,1.01,NaN,NaN,NaN
1144.5,NaN,NaN,1.02,NaN,NaN,NaN
1145,NaN,NaN,1.01,NaN,NaN,NaN
1145.5,NaN,NaN,1.01,NaN,NaN,NaN
1146,NaN,NaN,1.03,NaN,NaN,NaN
1146.5,NaN,NaN,1.05,NaN,NaN,NaN
1147,NaN,NaN,1.06,NaN,NaN,NaN
1147.5,NaN,NaN,1.09,NaN,NaN,NaN
1148,NaN,NaN,1.12,NaN,NaN,NaN
1148.5,NaN,NaN,1.11,NaN,NaN,NaN
1149,NaN,NaN,1.13,NaN,NaN,NaN
1149.5,NaN,NaN,1.14,NaN,NaN,NaN
1150,NaN,NaN,1.15,NaN,NaN,NaN
1150.5,NaN,NaN,1.18,NaN,NaN,NaN
1151,NaN,NaN,1.18,NaN,NaN,NaN
1151.5,NaN,NaN,1.17,NaN,NaN,NaN
1152,NaN,NaN,1.13,NaN,NaN,NaN
1152.5,NaN,NaN,1.06,NaN,NaN,NaN
1153,NaN,NaN,1.02,NaN,NaN,NaN
1153.5,NaN,NaN,0.98,NaN,NaN,NaN
1154,NaN,NaN,0.98,NaN,NaN,NaN
1154.5,NaN,NaN,0.94,NaN,NaN,NaN
1155,NaN,NaN,0.91,NaN,NaN,NaN
1155.5,NaN,NaN,0.88,NaN,NaN,NaN
1156,NaN,NaN,0.86,NaN,NaN,NaN
1156.5,NaN,NaN,0.84,NaN,NaN,NaN
1157,NaN,NaN,0.85,NaN,NaN,NaN
1157.5,NaN,NaN,0.86,NaN,NaN,NaN
1158,NaN,NaN,0.86,NaN,NaN,NaN
1158.5,NaN,NaN,0.86,NaN,NaN,NaN
1159,NaN,NaN,0.86,NaN,NaN,NaN
1159.5,NaN,NaN,0.86,NaN,NaN,NaN
1160,NaN,NaN,0.87,NaN,NaN,NaN
1160.5,NaN,NaN,0.88,NaN,NaN,NaN
1161,NaN,NaN,0.90,NaN,NaN,NaN
1161.5,NaN,NaN,0.90,NaN,NaN,NaN
1162,NaN,NaN,0.89,NaN,NaN,NaN
1162.5,NaN,NaN,0.87,NaN,NaN,NaN
1163,NaN,NaN,0.86,NaN,NaN,NaN
1163.5,NaN,NaN,0.89,NaN,NaN,NaN
1164,NaN,NaN,0.88,NaN,NaN,NaN
1164.5,NaN,NaN,0.89,NaN,NaN,NaN
1165,NaN,NaN,0.89,NaN,NaN,NaN
1165.5,NaN,NaN,0.91,NaN,NaN,NaN
1166,NaN,NaN,0.92,NaN,NaN,NaN
1166.5,NaN,NaN,0.93,NaN,NaN,NaN
1167,NaN,NaN,0.96,NaN,NaN,NaN
1167.5,NaN,NaN,1.03,NaN,NaN,NaN
1168,NaN,NaN,1.10,NaN,NaN,NaN
1168.5,NaN,NaN,1.17,NaN,NaN,NaN
1169,NaN,NaN,1.19,NaN,NaN,NaN
1169.5,NaN,NaN,1.23,NaN,NaN,NaN
1170,NaN,NaN,1.23,NaN,NaN,NaN
1170.5,NaN,NaN,1.24,NaN,NaN,NaN
1171,NaN,NaN,1.25,NaN,NaN,NaN
1171.5,NaN,NaN,1.25,NaN,NaN,NaN
1172,NaN,NaN,1.20,NaN,NaN,NaN
1172.5,NaN,NaN,1.13,NaN,NaN,NaN
1173,NaN,NaN,1.07,NaN,NaN,NaN
1173.5,NaN,NaN,1.03,NaN,NaN,NaN
1174,NaN,NaN,1.01,NaN,NaN,NaN
1174.5,NaN,NaN,0.99,NaN,NaN,NaN
1175,NaN,NaN,0.96,NaN,NaN,NaN
1175.5,NaN,NaN,0.96,NaN,NaN,NaN
1176,NaN,NaN,0.94,NaN,NaN,NaN
1176.5,NaN,NaN,0.92,NaN,NaN,NaN
1177,NaN,NaN,0.89,NaN,NaN,NaN
1177.5,NaN,NaN,0.86,NaN,NaN,NaN
1178,NaN,NaN,0.81,NaN,NaN,NaN
1178.5,NaN,NaN,0.79,NaN,NaN,NaN
1179,NaN,NaN,0.76,NaN,NaN,NaN
1179.5,NaN,NaN,0.71,NaN,NaN,NaN
1180,NaN,NaN,0.66,NaN,NaN,NaN
1180.5,NaN,NaN,0.62,NaN,NaN,NaN
1181,NaN,NaN,0.59,NaN,NaN,NaN
1181.5,NaN,NaN,0.54,NaN,NaN,NaN
1182,NaN,NaN,0.51,NaN,NaN,NaN
1182.5,NaN,NaN,0.44,NaN,NaN,NaN
1183,NaN,NaN,0.40,NaN,NaN,NaN
1183.5,NaN,NaN,0.37,NaN,NaN,NaN
1184,NaN,NaN,0.32,NaN,NaN,NaN
1184.5,NaN,NaN,0.27,NaN,NaN,NaN
1185,NaN,NaN,0.23,NaN,NaN,NaN
1185.5,NaN,NaN,0.18,NaN,NaN,NaN
1186,NaN,NaN,0.18,NaN,NaN,NaN
1186.5,NaN,NaN,0.17,NaN,NaN,NaN
1187,NaN,NaN,0.16,NaN,NaN,NaN
1187.5,NaN,NaN,0.15,NaN,NaN,NaN
1188,NaN,NaN,0.14,NaN,NaN,NaN
1188.5,NaN,NaN,0.13,NaN,NaN,NaN
1189,NaN,NaN,0.16,NaN,NaN,NaN
1189.5,NaN,NaN,0.17,NaN,NaN,NaN
1190,NaN,NaN,0.15,NaN,NaN,NaN
1190.5,NaN,NaN,0.17,NaN,NaN,NaN
1191,NaN,NaN,0.18,NaN,NaN,NaN
1191.5,NaN,NaN,0.20,NaN,NaN,NaN
1192,NaN,NaN,0.18,NaN,NaN,NaN
1192.5,NaN,NaN,0.15,NaN,NaN,NaN
1193,NaN,NaN,0.17,NaN,NaN,NaN
1193.5,NaN,NaN,0.19,NaN,NaN,NaN
1194,NaN,NaN,0.21,NaN,NaN,NaN
1194.5,NaN,NaN,0.21,NaN,NaN,NaN
1195,NaN,NaN,0.25,NaN,NaN,NaN
1195.5,NaN,NaN,0.27,NaN,NaN,NaN
1196,NaN,NaN,0.32,NaN,NaN,NaN
1196.5,NaN,NaN,0.37,NaN,NaN,NaN
1197,NaN,NaN,0.43,NaN,NaN,NaN
1197.5,NaN,NaN,0.49,NaN,NaN,NaN
1198,NaN,NaN,0.50,NaN,NaN,NaN
1198.5,NaN,NaN,0.54,NaN,NaN,NaN
1199,NaN,NaN,0.55,NaN,NaN,NaN
1199.5,NaN,NaN,0.58,NaN,NaN,NaN
1200,NaN,NaN,0.61,NaN,NaN,NaN
1200.5,NaN,NaN,0.63,NaN,NaN,NaN
1201,NaN,NaN,0.68,NaN,NaN,NaN
1201.5,NaN,NaN,0.71,NaN,NaN,NaN
1202,NaN,NaN,0.73,NaN,NaN,NaN
1202.5,NaN,NaN,0.74,NaN,NaN,NaN
1203,NaN,NaN,0.75,NaN,NaN,NaN
1203.5,NaN,NaN,0.74,NaN,NaN,NaN
1204,NaN,NaN,0.77,NaN,NaN,NaN
1204.5,NaN,NaN,0.78,NaN,NaN,NaN
1205,NaN,NaN,0.83,NaN,NaN,NaN
1205.5,NaN,NaN,0.85,NaN,NaN,NaN
1206,NaN,NaN,0.88,NaN,NaN,NaN
1206.5,NaN,NaN,0.90,NaN,NaN,NaN
1207,NaN,NaN,0.93,NaN,NaN,NaN
1207.5,NaN,NaN,0.93,NaN,NaN,NaN
1208,NaN,NaN,0.93,NaN,NaN,NaN
1208.5,NaN,NaN,0.93,NaN,NaN,NaN
1209,NaN,NaN,0.94,NaN,NaN,NaN
1209.5,NaN,NaN,0.96,NaN,NaN,NaN
1210,NaN,NaN,0.95,NaN,NaN,NaN
1210.5,NaN,NaN,0.93,NaN,NaN,NaN
1211,NaN,NaN,0.90,NaN,NaN,NaN
1211.5,NaN,NaN,0.86,NaN,NaN,NaN
1212,NaN,NaN,0.84,NaN,NaN,NaN
1212.5,NaN,NaN,0.83,NaN,NaN,NaN
1213,NaN,NaN,0.82,NaN,NaN,NaN
1213.5,NaN,NaN,0.78,NaN,NaN,NaN
1214,NaN,NaN,0.73,NaN,NaN,NaN
1214.5,NaN,NaN,0.67,NaN,NaN,NaN
1215,NaN,NaN,0.63,NaN,NaN,NaN
1215.5,NaN,NaN,0.60,NaN,NaN,NaN
1216,NaN,NaN,0.58,NaN,NaN,NaN
1216.5,NaN,NaN,0.55,NaN,NaN,NaN
1217,NaN,NaN,0.51,NaN,NaN,NaN
1217.5,NaN,NaN,0.51,NaN,NaN,NaN
1218,NaN,NaN,0.46,NaN,NaN,NaN
1218.5,NaN,NaN,0.45,NaN,NaN,NaN
1219,NaN,NaN,0.42,NaN,NaN,NaN
1219.5,NaN,NaN,0.39,NaN,NaN,NaN
1220,NaN,NaN,0.39,NaN,NaN,NaN
1220.5,NaN,NaN,0.38,NaN,NaN,NaN
1221,NaN,NaN,0.41,NaN,NaN,NaN
1221.5,NaN,NaN,0.41,NaN,NaN,NaN
1222,NaN,NaN,0.44,NaN,NaN,NaN
1222.5,NaN,NaN,0.44,NaN,NaN,NaN
1223,NaN,NaN,0.49,NaN,NaN,NaN
1223.5,NaN,NaN,0.54,NaN,NaN,NaN
1224,NaN,NaN,0.59,NaN,NaN,NaN
1224.5,NaN,NaN,0.62,NaN,NaN,NaN
1225,NaN,NaN,0.66,NaN,NaN,NaN
1225.5,NaN,NaN,0.73,NaN,NaN,NaN
1226,NaN,NaN,0.77,NaN,NaN,NaN
1226.5,NaN,NaN,0.85,NaN,NaN,NaN
1227,NaN,NaN,0.89,NaN,NaN,NaN
1227.5,NaN,NaN,0.93,NaN,NaN,NaN
1228,NaN,NaN,1.01,NaN,NaN,NaN
1228.5,NaN,NaN,1.06,NaN,NaN,NaN
1229,NaN,NaN,1.09,NaN,NaN,NaN
1229.5,NaN,NaN,1.11,NaN,NaN,NaN
1230,NaN,NaN,1.11,NaN,NaN,NaN
1230.5,NaN,NaN,1.13,NaN,NaN,NaN
1231,NaN,NaN,1.13,NaN,NaN,NaN
1231.5,NaN,NaN,1.16,NaN,NaN,NaN
1232,NaN,NaN,1.15,NaN,NaN,NaN
1232.5,NaN,NaN,1.14,NaN,NaN,NaN
1233,NaN,-0.00,1.12,NaN,NaN,NaN
1233.5,NaN,0.02,1.12,NaN,NaN,NaN
1234,NaN,0.05,1.11,NaN,NaN,NaN
1234.5,NaN,0.06,1.12,NaN,NaN,NaN
1235,NaN,0.08,1.12,NaN,NaN,NaN
1235.5,NaN,0.10,1.12,NaN,NaN,NaN
1236,NaN,0.11,1.11,NaN,NaN,NaN
1236.5,NaN,0.12,1.12,NaN,NaN,NaN
1237,NaN,0.12,1.11,NaN,NaN,NaN
1237.5,NaN,0.12,1.14,NaN,NaN,NaN
1238,NaN,0.10,1.16,NaN,NaN,NaN
1238.5,NaN,0.08,1.16,NaN,NaN,NaN
1239,NaN,0.10,1.16,NaN,NaN,NaN
1239.5,NaN,0.11,1.17,NaN,NaN,NaN
1240,NaN,0.11,1.16,NaN,NaN,NaN
1240.5,NaN,0.13,1.14,NaN,NaN,NaN
1241,NaN,0.10,1.11,NaN,NaN,NaN
1241.5,NaN,0.11,1.07,NaN,NaN,NaN
1242,NaN,0.10,1.04,NaN,NaN,NaN
1242.5,NaN,0.11,1.00,NaN,NaN,NaN
1243,NaN,0.07,0.92,NaN,NaN,NaN
1243.5,NaN,0.05,0.89,NaN,NaN,NaN
1244,NaN,0.01,0.85,NaN,NaN,NaN
1244.5,NaN,-0.00,0.83,NaN,NaN,NaN
1245,NaN,NaN,0.79,NaN,NaN,NaN
1245.5,NaN,NaN,0.75,NaN,NaN,NaN
1246,NaN,NaN,0.74,NaN,NaN,NaN
1246.5,NaN,NaN,0.72,NaN,NaN,NaN
1247,NaN,0.01,0.70,NaN,NaN,NaN
1247.5,NaN,NaN,0.69,NaN,NaN,NaN
1248,NaN,NaN,0.70,NaN,NaN,NaN
1248.5,NaN,NaN,0.69,NaN,NaN,NaN
1249,NaN,NaN,0.69,NaN,NaN,NaN
1249.5,NaN,NaN,0.70,NaN,NaN,NaN
1250,NaN,NaN,0.73,NaN,NaN,NaN
1250.5,NaN,NaN,0.75,NaN,NaN,NaN
1251,NaN,NaN,0.75,NaN,NaN,NaN
1251.5,NaN,NaN,0.78,NaN,NaN,NaN
1252,NaN,NaN,0.78,NaN,NaN,NaN
1252.5,NaN,NaN,0.79,NaN,NaN,NaN
1253,NaN,NaN,0.78,NaN,NaN,NaN
1253.5,NaN,NaN,0.79,NaN,NaN,NaN
1254,NaN,NaN,0.80,NaN,NaN,NaN
1254.5,NaN,NaN,0.80,NaN,NaN,NaN
1255,NaN,NaN,0.82,NaN,NaN,NaN
1255.5,NaN,NaN,0.84,NaN,NaN,NaN
1256,NaN,NaN,0.83,NaN,NaN,NaN
1256.5,NaN,NaN,0.85,NaN,NaN,NaN
1257,NaN,NaN,0.84,NaN,NaN,NaN
1257.5,NaN,NaN,0.86,NaN,NaN,NaN
1258,NaN,NaN,0.86,NaN,NaN,NaN
1258.5,NaN,NaN,0.86,NaN,NaN,NaN
1259,NaN,NaN,0.83,NaN,NaN,NaN
1259.5,NaN,NaN,0.80,NaN,NaN,NaN
1260,NaN,NaN,0.79,NaN,NaN,NaN
1260.5,NaN,NaN,0.78,NaN,NaN,NaN
1261,NaN,NaN,0.77,NaN,NaN,NaN
1261.5,NaN,NaN,0.74,NaN,NaN,NaN
1262,NaN,NaN,0.76,NaN,NaN,NaN
1262.5,NaN,NaN,0.75,NaN,NaN,NaN
1263,NaN,NaN,0.75,NaN,NaN,NaN
1263.5,NaN,NaN,0.74,NaN,NaN,NaN
1264,NaN,NaN,0.73,NaN,NaN,NaN
1264.5,NaN,NaN,0.72,NaN,NaN,NaN
1265,NaN,NaN,0.72,NaN,NaN,NaN
1265.5,NaN,NaN,0.71,NaN,NaN,NaN
1266,NaN,NaN,0.70,NaN,NaN,NaN
1266.5,NaN,NaN,0.69,NaN,NaN,NaN
1267,NaN,NaN,0.67,NaN,NaN,NaN
1267.5,NaN,NaN,0.64,NaN,NaN,NaN
1268,NaN,NaN,0.61,NaN,NaN,NaN
1268.5,NaN,NaN,0.54,NaN,NaN,NaN
1269,NaN,NaN,0.49,NaN,NaN,NaN
1269.5,NaN,NaN,0.42,NaN,NaN,NaN
1270,NaN,NaN,0.37,NaN,NaN,NaN
1270.5,NaN,NaN,0.34,NaN,NaN,NaN
1271,NaN,NaN,0.27,NaN,NaN,NaN
1271.5,NaN,NaN,0.24,NaN,NaN,NaN
1272,NaN,NaN,0.22,NaN,NaN,NaN
1272.5,NaN,NaN,0.20,NaN,NaN,NaN
1273,NaN,NaN,0.19,NaN,NaN,NaN
1273.5,NaN,NaN,0.17,NaN,NaN,NaN
1274,NaN,NaN,0.16,NaN,NaN,NaN
1274.5,NaN,NaN,0.14,NaN,NaN,NaN
1275,NaN,NaN,0.15,NaN,NaN,NaN
1275.5,NaN,NaN,0.17,NaN,NaN,NaN
